name,code,zone,state,address,longitude,latitude
Badhal,BDHL,NWR,Rajasthan,"Kishangarh Renwal, Rajasthan",75.4516454,27.2520587
XX-BECE,XX-BECE,,,,,
XX-BSPY,XX-BSPY,,,,,
YY-BPLC,YY-BPLC,,,,,
KICHHA,KHH,NER,Uttar Pradesh,"Kichha, Uttar Pradesh",79.519746,28.913427000000002
Sherekan,SRKN,NWR,Rajasthan,"MDR 89, Rajasthan",74.43499088287354,29.55519806064484
Bhukarka,BKKA,NWR,Rajasthan,"Bhukarka, Rajasthan",74.75103096105158,29.238227312503696
Nohar,NHR,NWR,Rajasthan,"State Highway 36, Rajasthan",74.77362781763077,29.192562738768984
Perungudi,PRGD,SR,Tamil Nadu,"Chennai, Tamil Nadu",80.231363,12.975217
Khinaniyan,KNNA,NWR,Haryana,"State Highway 23, Haryana",74.7179570607841,29.345637263205944
JAULKHERA,JKR,,,,78.216684,21.838466
BARSALI,BYS,,,,78.03136099999999,21.909813
GIRWAR,GW,,,,78.936311,23.838185999999997
DANGIDHAR,DGD,,,,79.019912,23.871771000000003
DHODHAR,DOD,WR,Madhya Pradesh,"Dhodar, Madhya Pradesh",75.10354600000001,23.770740999999997
GANESHGANJ,GAJ,,,,79.074633,23.895862
Jayanagar Majilpur Halt,JNM,ER,West Bengal,"Jaynagar, West Bengal",88.415324,22.168635
NASIRABAD,NSD,NWR,Rajasthan,"Nasirabad, Rajasthan",74.71699100000001,26.294459999999997
PATHARIA,PHA,,,,79.192899,23.905726
NIZAMABAD,NZB,SCR,Andhra Pradesh,"Nizamabad, Andhra Pradesh",78.103238,18.679164999999998
RAJENDRA PUL,RJO,,,,86.01054599999999,25.387446999999998
ADUTURAI,ADT,SR,Tamil Nadu,"Aduthurai, Tamil Nadu",79.478668,11.009165
KUMBAKONAM,KMU,SR,Tamil Nadu,"Kumbakonam, Tamil Nadu",79.388644,10.952962
MANAMADURAI JN,MNM,SR,Tamil Nadu,"Sivaganga, Tamil Nadu",78.45351,9.681538999999999
GORAKHPUR JN,GKP,,,,83.381499,26.759311
BJUP,BJUP,,,,,
VARNAMA,VRM,,,,73.16928300000001,22.184274000000002
GORAKHPUR CANT,GKC,,,,83.416821,26.750649
ITOLA,ITA,,,,73.156746,22.149889
CIKA,CIKA,,,,,
XX-CPHO,XX-CPHO,,,,,
BARAUT,BTU,NR,Uttar Pradesh,"Baraut, Uttar Pradesh",77.273006,29.09692
Moga,MOGA,NR,Punjab,"Moga, Punjab",75.16846699999999,30.817296
SAMAKHIALI JN,SIOB,,,,70.503394,23.309819
LLHW,LLHW,,,,,
Rasheedpura Khori,RDK,NWR,Rajasthan,"MDR 87, Rajasthan",75.087121,27.713786000000002
PEDDAVADIAPUDI,PVD,,,,80.612645,16.414205000000003
ELLAMANCHILI,YLM,,,,82.85262,17.553652000000003
Chatrappatti,CHPT,,,,77.655113,10.476970999999999
JARWAL ROAD,JLD,,,,81.540406,27.120389
BRAJRAJNAGAR,BRJN,,,,83.923653,21.822718000000002
COLONELGANJ,CLJ,,,,81.69417800000001,27.137698
KATHOLA,KTHL,,,,81.8556626477,27.1465555756
MUNDERWA,MND,,,,82.903373,26.776435
SAINAGAR SHIRDI,SNSI,CR,Maharashtra,"Near New Bus Stand Shirdi Sainagar, Maharashtra",74.4806877,19.780792299999998
DHOLA JN,DLJ,WR,Gujarat,"Dhola, Gujarat",71.738273,21.822549000000002
PHAGWARA JN,PGW,,,,75.7655019775,31.217555749800002
YY-BINP,YY-BINP,,,,,
Jhunpa,JUP,?,Rajasthan,"NH 65, Rajasthan",75.521553,28.777449
XX-JSGB,XX-JSGB,,,,,
JHARSUGUDA JN,JSG,,,,84.017427,21.862274
KARCHHUE,KYW,,,,84.20715351199999,26.2311244405
MAHENDRANATH,MHRN,,,,84.509909,26.000739
TAPPA KHAJURIAY,TKVR,,,,84.688889,25.807401000000002
DODDAMPATTI,DPI,,,,78.42225009,12.18134581
SREE,SREE,,,,,
ASHAPURA GOMAT,AQG,NWR,Rajasthan,"National Highway 15, Rajasthan",71.892665,26.950232
NEYKKARAPATTI,NEA,,,,78.09669699999999,11.612765
GORAUL,GRL,,,,85.318477,25.931048999999998
DKJC,DKJC,,,,,
KURHANI,KHI,,,,85.339288,25.979631
TIRUPPUR VANJIPALAYAM,VNJ,,,,77.26580200000001,11.117790999999999
COIMBATORE NORTH,CBF,,,,76.954304,11.019937
AMBALA CANT JN,UMB,,,,76.826966,30.338918
SIRATHU,SRO,,,,81.31786,25.650642
SHUJAATPUR,SJT,,,,81.401934,25.605607000000003
BIDANPUR,BDNP,,,,81.44201699999999,25.585017
MOTIPURA CHAUKI,MTPC,WCR,Rajasthan,"Motipura, Rajasthan",77.04829951629999,24.6093382288
HATHIDAH JN,HTZ,,,,85.987826,25.367027
TINSUKIA GOODS,TSKG,,,,,
DUDHNOI,DDNI,NFR,Assam,"Dudhnoi Railway Station, Assam",90.76188,26.001459
RUNDHI,RDE,,,,77.350991,28.067751
ITAUNJA,IJ,NER,Uttar Pradesh,"Itaunja, Uttar Pradesh",80.89123400000001,27.081066999999997
Ramsar,RMX,NWR,Rajasthan,"Barmer, Rajasthan",70.866078,25.722252
PILIBHIT JN,PBE,NER,Uttar Pradesh,"Pilibhit, Uttar Pradesh",79.813946,28.614977999999997
Rampura Beri,RMB,NWR,Rajasthan,"Rampura Bhal, Rajasthan",75.64547982849999,28.5301320576
MUGHAL SARAI JN,MGS,,,,83.11925000000001,25.278149
Ramgarh Shekhawati,RSWT,NWR,Rajasthan,"Ramgarh, Rajasthan",74.993046,28.169397
BAKAINA HALT,BKNA,,,,78.27473099999999,29.035800000000002
HOSHANGABAD,HBD,,,,77.715594,22.75274
ASLANA,ANA,,,,79.319493,23.860522
BUDNI,BNI,,,,77.6812826,22.7871143
YY-IDHW,YY-IDHW,,,,,
DHAMALGAON,DMGN,NFR,Assam,"A T Rd, Assam",94.85656900000001,27.325566
LAKDIKAPUL,LKPL,SCR,Andhra Pradesh,"Hyderabad, Andhra Pradesh",78.463527,17.404048000000003
BARUD,BRUD,WCR,Madhya Pradesh,"Khandwa, Madhya Pradesh",76.814085,22.052142
DEVLALI,DVL,,,,73.83729,19.897509
Jurtara,JRTR,,,,79.76127199999999,22.253004999999998
REWA,REWA,WCR,Madhya Pradesh,"Rewa, Madhya Pradesh",81.250615,24.537122
DHOLKA,DOK,WR,Gujarat,"Bagodara Dholka, Gujarat",72.433842,22.731982
NANDESARI,NDR,,,,73.0952734283,22.418331636999998
MIYAGAM KARJAN,MYG,,,,73.120353,22.050722
MAHOBA,MBA,NCR,Uttar Pradesh,"Junction Point - Khajuraho, Uttar Pradesh",79.849079,25.306914
Jamgaon,JGZ,SECR,Madhya Pradesh,"Bamhani, Madhya Pradesh",80.198945,22.418426
BAGHOI KUSA,BHKH,,,,84.46243313289999,24.8399006513
NOLI,NOLI,NR,Uttar Pradesh,"Ghaziabad, Uttar Pradesh",77.31077099999999,28.746571
SUJRA,SUJR,NR,Uttar Pradesh,"State Highway 57, Uttar Pradesh",77.26134099999999,29.012729
Amod,AMOD,WR,Gujarat,"Amod, Gujarat",72.86546467803419,21.990791167399735
LAKODARA,LKD,,,,73.09899399999999,21.991872
Vankal,VKL,WR,Gujarat,"SH 166, Gujarat",73.23136643506587,21.439673931772646
BYCULLA,BY,CR,Maharashtra,"Mumbai, Maharashtra",72.833211,18.97695
BHAGWANPUR,BNR,,,,85.30109021000001,25.858316719999998
Kotturu,KTY,SWR,Tamil Nadu,"Kothur Rd, Tamil Nadu",76.21354088187218,14.826788325296278
Bhalukmara,BLMR,NFR,Assam,"Bhalukmara, Assam",94.143709,26.685532
Anjangaon,ANJ,CR,Maharashtra,"Anjangaon, Maharashtra",77.31896504759789,21.163199753077336
Debagram,DEB,ER,West Bengal,"Debagram, West Bengal",88.306807,23.685277
Achalpur,ELP,CR,Maharashtra,"Dist. Amravati, Maharashtra",77.51926277764142,21.27760302246017
Bethuadahari,BTY,ER,West Bengal,"Bethuadahari, West Bengal",88.384597,23.610275
Warud,WARUD,CR,Maharashtra,"Wardha, Maharashtra",78.65141943097115,20.74690547756532
BVAC,BVAC,,,,,
BVBC,BVBC,,,,,
Velankanni,VLKN,?,Tamil Nadu,"Velankanni, Tamil Nadu",79.84618068672717,10.686877168293023
PUTLACHERUVU,PCU,SCR,Andhra Pradesh,"Putlacheruvu, Andhra Pradesh",81.112395,16.484823
BENNIPATTI PIRAPUR,BNPT,,,,85.3090478906,25.892949366
JALAMB JN,JM,,,,76.573236,20.813007000000002
Gorapur,GPJ,ECoR,Andhra Pradesh,"Jeypore Rd, Andhra Pradesh",82.79406,18.346936
Pattaravakkam,ABEO,SR,,,80.16618146561086,13.114499981582952
SHEGAON,SEG,,,,76.690331,20.801724
Gudru Halt,GDU,SECR,Madhya Pradesh,"Lamta, Madhya Pradesh",80.1163395764,22.2718946035
Balgona,BGNA,ER,West Bengal,"Balgona, West Bengal",87.95045644976199,23.458049719226736
Kalinarayanpur,KLNP,ER,West Bengal,"Ranaghat-Bagula Bypass, West Bengal",88.573216,23.206506
S K NAGJIHARI,NGZ,,,,76.755353,20.761640999999997
PARAS,PS,,,,76.815865,20.724519
Barda,BRDB,SER,West Bengal,"Sutahata, West Bengal",88.08753041,22.15295838
GAIGAON,GAO,,,,76.890093,20.720684
REWRAL,RRL,,,,79.468096,21.261121
KHAT,KHAT,,,,79.550792,21.242242
BHANDARA ROAD,BRD,,,,79.64752299999999,21.238512
KOKA,KOKA,,,,79.71240900000001,21.263021
DAGHORA,DAO,,,,83.678086,21.857535000000002
HEMAGIRI,HGR,,,,83.742815,21.876503999999997
Nainpur Junction,NIR,SECR,Madhya Pradesh,"Nainpur, Madhya Pradesh",80.108853,22.425676
NAKACHARI,NCH,NFR,Assam,"Mariani, Assam",94.3939129431,26.7081333353
ALIPUR DUAR JN,APDJ,NFR,West Bengal,"03564-255091, West Bengal",89.534048,26.523279
BHARWARI,BRE,,,,81.4918665,25.5591917
Jhitkia,JTK,NFR,West Bengal,"National Highway 34, West Bengal",88.05297200000001,25.626133
MANOHARGANJ,MNJ,,,,81.55907499999999,25.524992
SAIYID SARAWAN,SYWN,,,,81.613788,25.494982
MANAURI,MRE,,,,81.662491,25.470171
BAMHRAULI,BMU,,,,81.741641,25.44494
SUBEDARGANJ,SFG,,,,81.789897,25.439879
KOLAKALUR,KLX,,,,80.627521,16.295185999999998
CHILUVUR,CLVR,,,,80.61690800000001,16.379558
KOVVUR,KVR,,,,81.726495,17.007084
GODAVARI,GVN,,,,81.77083,17.007707
KANJIKODE,KJKD,,,,76.75531600000001,10.800919
Sanka,SNKR,SER,West Bengal,"Garh Dhrubeswar, West Bengal",86.616164,23.52693
Binaiki,VNK,SECR,Madhya Pradesh,"Binaiki Railway Station, Madhya Pradesh",79.902424,22.72003
Gocharan,GCN,ER,West Bengal,"Gocharan, West Bengal",88.45836999999999,22.277738
Seoni,SEY,SECR,Madhya Pradesh,"Seoni, Madhya Pradesh",79.545769,22.075431
Sudamdih,SDMD,SER,West Bengal,"Jairampur More to Baliapur, West Bengal",86.44032,23.654478
PCLS,PCLS,,,,,
BARAUNI JN,BJU,,,,85.988748,25.461768000000003
DAMOH,DMO,,,,79.432246,23.836693
ADAS ROAD,ADD,,,,73.0346944543,22.486628078200003
Chalala,CLC,WR,Gujarat,"Chalala, Gujarat",71.16224249999999,21.4155588
RANOLI,RNO,,,,73.1122662115,22.405252095399998
HARIPUR,HP,NWR,Rajasthan,"Pali, Rajasthan",74.024928,26.012397
Kumarghat,KUGT,NFR,Tripura,"Kumarghat, Tripura",92.0348331158,24.1506303119
AURANGABAD,AWB,SCR,Maharashtra,"Aurangabad, Maharashtra",75.31064599999999,19.859276
BEVINAHALU,BNL,SCR,Andhra Pradesh,"Rayalaseema Region, Andhra Pradesh",77.21298975,15.16697376
VMC,VMC,,,,,
SOMNATH,SMNH,WR,Gujarat,"Somnath, Gujarat",70.408254,20.896131999999998
CUDDALORE PORT,CUPJ,SR,Tamil Nadu,"Cuddalore Township, Tamil Nadu",79.766287,11.715119
PALEJ,PLJ,,,,73.072387,21.921578
GOLE,GOLE,NWR,Rajasthan,"National Highway 112, Rajasthan",72.00004,25.891938
BDX,BDX,,,,,
TIRORA,TRO,,,,79.91803499999999,21.415039
JAMGA,JMG,,,,83.564842,21.874971000000002
JMSY,JMSY,,,,,
AHALYAPUR,AHLR,,,,83.824844,26.468381
TENALI JN,TEL,,,,80.640413,16.242409000000002
Tummanamgutta,TAT,SCR,Andhra Pradesh,"Chennai - Anantpur Rd, Andhra Pradesh",78.37926300000001,13.707414
CHAGALLU,CU,,,,81.690558,16.965076999999997
PASIVEDALA,PSDA,,,,81.700939,16.99331
Marwar Bagra,MBGA,NWR,Rajasthan,"SH 31, Rajasthan",72.59376099999999,25.208689
JANIYANA,JNE,NWR,Rajasthan,"State Highway 68, Rajasthan",72.336284,25.827638
SAMDHARI JN,SMR,NWR,Rajasthan,"Barmer, Rajasthan",72.57300699999999,25.837202
SUTLANA,SUT,NWR,Rajasthan,"Dundara, Rajasthan",72.951414,25.970783
PORBANDAR,PBR,WR,Gujarat,"Porbandar, Gujarat",69.615506,21.643597999999997
Chikkandawadi,CKVD,SWR,Karnataka,"Chikkandawadi, Karnataka",76.2025684888,14.137920273699999
Bhaton Ki Gali,BHG,NWR,Rajasthan,"Chomun, Rajasthan",75.712919,27.105646
Hanumangarh Town,HMO,NWR,Rajasthan,"Hanumangarh, Rajasthan",74.33120188303292,29.574220545495677
SARDARNAGAR,SANR,,,,83.494054,26.700858999999998
Giridih,GRD,ER,Jharkhand,"Giridih, Jharkhand",86.3146452,24.182255899999998
CHAURI CHAURA,CC,,,,83.545894,26.673882
KOMATIPALLI,KMPT,,,,79.5158922174,18.023547297
HASANPARTHI RD,HSP,,,,79.50184999999999,18.078262
Gagariya,GGY,NWR,Rajasthan,"State Highway 40, Rajasthan",70.734877,25.741083
NONAPAR,NNPR,,,,83.969786,26.353209
MAIRWA,MW,,,,84.151979,26.240309
TIRUPPUR KULIPALAYAM,KUY,,,,77.3893135876,11.1440279246
PARLI,PLL,,,,76.559421,10.800415
Agartala,AGTL,NFR,Tripura,"Agartala, Tripura",91.278481,23.792417
MANKARAI,MNY,,,,76.500232,10.771526
LAKKITI,LDY,,,,76.434467,10.753217
PALAPPURAM,PLPM,,,,76.398385813,10.7525187905
OTTAPPALAM,OTP,,,,76.377993,10.770046
MANNANUR,MNUR,,,,76.323555,10.749322
JIRADEI,ZRDE,,,,84.256142,26.220819
SIWAN JN,SV,,,,84.359267,26.210724000000003
PACHRUKHI,PCK,,,,84.415667,26.162627999999998
DURAUNDHA JN,DDA,,,,84.45894600000001,26.086973
CHAINWA,CW,,,,84.49649600000001,26.022117
POKRAN,POK,NWR,Rajasthan,"National Highway 15, Rajasthan",71.923129,26.930571
ODHANIYA CHACHA,OCH,NWR,Rajasthan,"National Highway 15, Rajasthan",71.718687,26.972848
EKMA,EKMA,,,,84.53637,25.967099
DAUDPUR,DDP,,,,84.591425,25.90709
KOPA SAMHOTA,KPS,,,,84.65281399999999,25.851866
BITHAULI,BTHL,,,,85.29179,25.817069
GAURI BAZAR,GB,,,,83.667801,26.594934000000002
BAITALPUR,BALR,,,,83.7385572,26.5526634
DEORIA SADAR,DEOS,,,,83.7819590961,26.5076811676
NUNKHAR,NRA,,,,83.880179,26.425483
Agomoni,AGMN,,,,89.786242,26.225947
BHANDUP,BND,,,,72.93723505,19.14200998
AMRITSAR JN,ASR,,,,74.858025,31.631511999999997
MULLURKARA,MUC,,,,76.271415,10.705843
WADAKANCHERI,WKI,,,,76.237041,10.648956
SURATGARH JN,SOG,NWR,Rajasthan,"National Highway 15, Rajasthan",73.90724800000001,29.324152
Sondad,SNV,SECR,Maharashtra,"National Highway 6, Maharashtra",80.094149,21.079845
Kayamsar,QMRS,NWR,Rajasthan,"State Highway 41, Rajasthan",75.000562,28.125576
Aliyabad,AYB,SWR,Karnataka,"Bijapur, Karnataka",75.758306,16.878268000000002
Munabao,MBF,NWR,Rajasthan,"Barmer, Rajasthan",70.276543,25.742614
Chilikidara,CLDR,ECoR,Orissa,"Orissa, Orissa",85.827112,21.243022
Kolayat,KLYT,NWR,Rajasthan,"Kolayat, Rajasthan",72.95507400000001,27.835319
CHALSA JN,CLD,NFR,West Bengal,"Chalsa, West Bengal",88.798213,26.882215
CARRON,CRX,NFR,West Bengal,"National Highway 31C, West Bengal",88.9704,26.880279
ITARSI F CABIN,ETF,,,,77.774856,22.61521
Chandanpahari,CNPI,ER,Jharkhand,"Chandanpahari, Jharkhand",86.953082,24.404224
MIDGHAT,MIG,,,,77.647526,22.828141000000002
BANDAKPUR,BNU,,,,79.575956,23.848205999999998
Chhota Gudha,COD,NWR,Rajasthan,"Ringas, Rajasthan",75.599508,27.293803
CHOKA,CHQ,,,,77.638968,22.864326000000002
MORADABAD,MB,,,,78.765801,28.831621000000002
ISRANA,IRA,NR,Haryana,"Israna, Haryana",76.85285999999999,29.291379
KARACHIYA YARD,KRCA,,,,73.132981,22.380046
BAJVA,BJW,,,,73.1431251,22.3662226
KOLLIDAM,CLN,SR,Tamil Nadu,"Vallampadugai, Tamil Nadu",79.718347,11.332713
OSHI,OSHI,,,,,
CHANDERIYA,CNA,WR,Rajasthan,"Chittorgarh, Rajasthan",74.629979,24.939557999999998
CHARKHARI ROAD,CRC,NCR,Uttar Pradesh,"Charkhari, Uttar Pradesh",79.74565299999999,25.307555999999998
BHATNI JN,BTT,,,,83.934035,26.381257
Cossimbazar,CSZ,ER,West Bengal,"Berhampore, West Bengal",88.266903,24.122264
VAREDIYA,VRE,,,,73.048979,21.85838
NABIPUR,NIU,,,,73.030592,21.807541
KTTY,KTTY,,,,,
CHAVAJ,CVJ,,,,73.010489,21.753134000000003
ANKLESHWAR JN,AKV,,,,73.000633,21.623889
CHANDRANATHPUR,CNE,NFR,Assam,"National Highway 54, Assam",92.71665800000001,24.984962
PANOLI,PAO,,,,72.978371,21.535197
CHANDAWAL,CNL,NWR,Rajasthan,"Pali, Rajasthan",73.86881457700001,25.946542716
BHESANA,BFY,NWR,Rajasthan,"Marwar, Rajasthan",73.7180903,25.82438
HATHURAN,HAT,,,,72.969512,21.501091000000002
Coromandel,COL,SWR,Karnataka,"KGF, Karnataka",78.257278,12.97518
KUDSAD,KDSD,,,,72.91647999999999,21.37682
SAYAN,SYN,,,,72.890287,21.317203
Makrandpur,MQP,NER,Uttar Pradesh,"Aonla- Bareilly Link Rd, Uttar Pradesh",79.290097,28.213407
GOTHANGAM,GTX,,,,72.880104,21.294043
MULANGUNNATHUKAVU,MGK,,,,76.207809,10.596938999999999
CHANAKYAPURI,CNKP,NR,Delhi NCT,"Chanakyapuri, Delhi NCT",77.172004,28.591905
UTRAN,URN,,,,72.85479600000001,21.232602
SURAT,ST,,,,72.840793,21.206568
UDHNA JN,UDN,,,,72.851461,21.171156
VALIVERU,VRU,,,,80.605456,16.188934
MARAMPALLI,MRPL,,,,81.63387399999999,16.843925
NIDADAVOLU JN,NDD,,,,81.67550399999999,16.898297
GUDMA,GDM,,,,80.287678,21.416128
BHUPDEOPUR,BEF,,,,83.25998102000001,21.975035039999998
RAIGARH,RIG,,,,83.39067,21.891288999999997
KOTARLIA,KRL,,,,83.482238,21.883182
Chettinad,CTND,SR,Tamil Nadu,"Kanadukathan, Tamil Nadu",78.775924,10.160613
SHERPUR,SEPR,NR,Uttar Pradesh,"State Highway 51, Uttar Pradesh",78.25287,28.919358
NAVSARI,NVS,WR,Gujarat,"Navsari, Gujarat",72.914294,20.946851
Jalalabad,JBD,NR,Punjab,"Jalalabad, Punjab",74.268446,30.60775
DAM DIM,DDM,NFR,West Bengal,"National Highway 31, West Bengal",88.67133299999999,26.859243000000003
CHITROD,COE,WR,Gujarat,"Kutch, Gujarat",70.655356,23.417869
Chomun Samod,COM,NWR,Rajasthan,"Chomun, Rajasthan",75.70272,27.158223
DHULKOT,DKT,NR,Haryana,"Ambala City, Haryana",76.78753499999999,30.395686
KANWAR,KUW,,,,81.21464405030001,25.7036520692
CHANDAULI MJHWR,CDMR,,,,83.267724,25.261093
IGPX,IGPX,,,,,
KHAGA,KGA,,,,81.102658,25.761853
KATOGHAN,KTCE,,,,81.16560600000001,25.730035
ATHSARAI,ASCE,,,,81.2620300824,25.678728805000002
Carmelaram,CRLM,SWR,Karnataka,"Bengaluru, Karnataka",77.706014,12.907633
CHANDAR,CNR,SWR,Goa,"CHANRA (chandor), Goa",74.047794,15.264834
Chimidipalli,CMDP,ECoR,Andhra Pradesh,"Borra, Andhra Pradesh",83.07686199999999,18.262764
VINDHYACHAL,BDL,,,,82.5020212,25.160771699999998
TISUA,TSA,,,,79.58628900000001,28.136577
Thasra,TAS,WR,Gujarat,"National Highway 59, Gujarat",73.221682,22.797769
GHAGHARA GHAT,GHT,,,,81.5033135022,27.1026834977
BABHNAN,BV,,,,82.500127,26.938525000000002
Chilwariya,CLW,NER,Uttar Pradesh,"Bahraich, Uttar Pradesh",81.69873199999999,27.487001000000003
OKAC,OKAC,,,,,
GAUR,GAUR,,,,82.56115799999999,26.913411
TINICH,TH,,,,82.639707,26.882281000000003
BHATPAR RANI,BHTR,,,,84.03310139999999,26.3104766
TURKI,TUR,,,,85.354709,26.034431
RAM DAYALU NAGAR,RD,,,,85.38359600000001,26.097367
BHITAURA,BTO,,,,79.306506,28.469954
PARSA KHERA,PKRA,,,,79.34185199999999,28.433371
CHANETI,CHTI,,,,79.42916573,28.3087958495
BILPUR,BLPU,,,,79.62578099999999,28.083668
MIRANPUR KATRA,MK,,,,79.674809,28.03708
MILAKPUR HALT,MILA,,,,79.71796182739999,27.988261374
TILHAR,TLH,,,,79.741776,27.972984
CHIRAKKAL,CQL,SR,Kerala,"Kannur district, Kerala",75.353696,11.911049
PUNKUNNAM,PNQ,,,,76.20943,10.535053999999999
THRISUR,TCR,,,,76.207919,10.514790000000001
CHAMARAJANAGAR,CMNR,SWR,Karnataka,"Chamarajnagar, Karnataka",76.932807,11.934891
CHAMARAJAPURAM,CMJ,SWR,Karnataka,"Mysore, Karnataka",76.637861,12.29844
BARKHERA,BKA,,,,77.649646,22.917359
OBAIDULLA GANJ,ODG,,,,77.587299,22.994912
ANCHELI,ACL,WR,Gujarat,"Navsari, Gujarat",72.944978,20.845167
CHORVAD ROAD,CVR,WR,Gujarat,"Gadu, Gujarat",70.290734,21.055196000000002
CHIKALTHANA,CTH,SCR,Maharashtra,"Aurangabad, Maharashtra",75.402851,19.859565
BHARATKUND,BTKD,NR,Uttar Pradesh,"Bikapur, Uttar Pradesh",82.12739309999999,26.6360965
Dhariwal,DHW,NR,Punjab,"Dhariwal, Punjab",75.32156499999999,31.949113
SARAI,SAI,,,,85.27660900000001,25.779962
Chandiposi,CPE,SER,Orissa,"National Highway 23, Orissa",84.915988,22.068676999999997
CHUDAWA,CRU,SCR,Maharashtra,"Hingoli, Maharashtra",77.1169303369,19.1803282622
DHUBRI,DBB,NFR,Assam,"Dhubri, Assam",89.977952,26.023137000000002
PANIPAT JN,PNP,,,,76.96379300000001,29.388948
CHANDPUR SIAU HALT,CPS,NR,Uttar Pradesh,"Chandpur, Uttar Pradesh",78.27585499999999,29.13201
CHANOL,CX,WR,Gujarat,"State Highway 25, Gujarat",70.53884199999999,22.427916
CHAK SIKANDAR,CSR,ECR,Bihar,"Chak Sikander, Bihar",85.365246145,25.6767202377
Charpokhari Halt,CRQ,ECR,Bihar,"Charpokhari, Bihar",84.487603186,25.3615157718
VARANGAON,VNA,,,,75.9006577881,21.0097131944
DHANG,DAG,ECR,Bihar,"Bhang, Bihar",85.353298,26.7174
Charaud,CRW,NWR,Haryana,"National Highway 65, Haryana",75.6466632,29.0094584
BORTALAO,BTL,,,,80.626207,21.218301
KHARSIA,KHS,,,,83.102414,21.99178
ROBERTSON,ROB,,,,83.182508,21.988744
CHAPARMUKH JN,CPK,NFR,Assam,"Chaparmukh, Assam",92.511718,26.202272
Chhintanwala,CTW,NR,Punjab,"Sherpur Sodhian Link Rd, Punjab",76.014229,30.365958000000003
Chitradurg,CTA,SWR,Karnataka,"Chitradurga, Karnataka",76.386431,14.231154
Ambav,AAV,WR,Gujarat,"Ambav, Gujarat",,
MODUKURU,MDKU,,,,80.58380799999999,16.124988000000002
TSUNDURU,TSR,,,,80.58648699999999,16.157497
NAVABPALEM,NBM,,,,81.606702,16.831606
N MAYURBHANJ ROAD,NMBR,,,,87.038724,21.666901
BASTA,BTS,,,,87.0637831,21.7029241
Chhota Udepur,CTD,WR,Gujarat,"Vadodara, Gujarat",74.014286,22.314788
Digboi,DBY,NFR,Assam,"Tinsukia, Assam",95.61698200000001,27.383483
CHONDI,CWI,SCR,Maharashtra,"Parbhani, Maharashtra",77.1556666229,19.430619765
CHANNASANDRA,CSDR,SWR,Karnataka,"Bengaluru, Karnataka",77.6629705685,13.010940720799999
PALAKKAD,PGT,,,,76.641926,10.802091
Mindha,MNHA,NWR,Rajasthan,"Minda to Mandha Bhimsingh Rd, Rajasthan",75.33241,27.112061
DABHODA,DBO,WR,Gujarat,"Dabhoda, Gujarat",72.748038,23.168331000000002
DHABAN,DABN,NWR,Rajasthan,"Sangaria, Rajasthan",74.54288000000001,29.859997
DABLI RATHAN,DBI,NWR,Rajasthan,"Hanumangarh, Rajasthan",74.19093000000001,29.542416
SIDDHPUR,SID,WR,Gujarat,"State Highway 41, Gujarat",72.367959,23.918067
ARIGADA,ARGD,ECR,,,85.466475,23.643461000000002
CHHATAINI,CTJ,WCR,Madhya Pradesh,"Awasthi Sadan Rd, Madhya Pradesh",81.287323,23.994088
KATANGI KHURD,KTKD,WCR,Madhya Pradesh,"State Highway 10, Madhya Pradesh",80.48673398129999,23.7758696073
Choral,CRL,WR,Madhya Pradesh,"SH 27, Madhya Pradesh",75.94413499999999,22.450677
Ambassa,ABSA,NFR,Tripura,"Ambassa, Tripura",91.860783,23.930507
Navalpura,NVP,,,,73.19955399999999,23.289155
Dabka,DBKA,SCR,Madhya Pradesh,"Amlakhurd, Madhya Pradesh",76.720809,21.361353
Champapukur,CQR,ER,West Bengal,"Kholapota, West Bengal",88.80796000000001,22.656633999999997
NAYA AZADPUR,NDAZ,,,,77.166876,28.714564
ADARSH NAGAR DELHI,ANDI,,,,77.16670699999999,28.714205
Churu,CUR,NWR,Rajasthan,"Churu, Rajasthan",74.966203,28.288281
BADLI,BHD,,,,77.1377425,28.746799999999997
KHERA KALAN,KHKN,,,,77.115838,28.769717999999997
HOLAMBI KALAN,HUK,,,,77.102334,28.801187
NARELA,NUR,,,,77.085727,28.846886
Chhindwara Junction,CWA,SECR,Madhya Pradesh,"Chhindwara, Madhya Pradesh",78.953212,22.058201
RATHDHANA,RDDE,,,,77.05914800000001,28.904132
Chandanattop Halt,CTPE,SR,Kerala,"Kilikkollur, Kerala",76.64532,8.932478000000001
HARANA KALAN,HNN,,,,77.039135,28.945425
SONIPAT,SNP,,,,77.017343,28.989423000000002
SANDAL KALAN,SLKN,,,,77.012589,29.063432000000002
RAJLU GARHI,RUG,,,,77.012109,29.090744
GANAUR,GNU,,,,77.01074999999999,29.130776
BHODWAL MAJRI,BDMJ,,,,77.0082364,29.1852092
SAMALKHA,SMK,,,,77.003034,29.240172
DIWANA,DWNA,,,,76.980194,29.318564
BABARPUR,BBDE,,,,76.966178,29.449652
KOHAND,KFU,,,,76.968758,29.494782
GHARAUNDA,GRA,,,,76.96575000000001,29.541636
BAZIDA JATAN,BZJT,,,,76.965812,29.613391
KARNAL,KUN,,,,76.969821,29.694566000000002
BHAINI KHURD,BZK,,,,76.95536200000001,29.751544
TARAORI,TRR,,,,76.93858,29.797906
NILOKHERI,NLKR,,,,76.925491,29.831492
