station_name,station_code,zone,division,state,address,latitude,longitude
Badhal,BDHL,NWR,JAIPUR,Rajasthan,"Kishangarh Renwal, Rajasthan",27.2520587,75.4516454
KICHHA,KHH,NER,IZN,Uttar Pradesh,"Kichha, Uttar Pradesh",28.913427,79.519746
Sherekan,SRKN,NWR,BKN,Rajasthan,"MDR 89, Rajasthan",29.55519806064484,74.43499088287354
Bhukarka,BKKA,NWR,,Rajasthan,"Bhukarka, Rajasthan",29.238227312503696,74.75103096105158
Nohar,NHR,NWR,BKN,Rajasthan,"State Highway 36, Rajasthan",29.192562738768984,74.77362781763077
Perungudi,PRGD,SR,,Tamil Nadu,"Chennai, Tamil Nadu",12.975217,80.231363
Khinaniyan,KNNA,NWR,BKN,Haryana,"State Highway 23, Haryana",29.345637263205944,74.7179570607841
JAULKHERA,JKR,CR,NGP,,,21.838466,78.216684
BARSALI,BYS,CR,NGP,,,21.909813,78.03136099999999
GIRWAR,GW,WCR,JBP,,,23.838186,78.936311
DANGIDHAR,DGD,,,,,23.871771000000003,79.019912
DHODHAR,DOD,WR,RATLAM,Madhya Pradesh,"Dhodar, Madhya Pradesh",23.770741,75.10354600000001
GANESHGANJ,GAJ,WCR,JBP,,,23.895862,79.074633
Jayanagar Majilpur Halt,JNM,ER,,West Bengal,"Jaynagar, West Bengal",22.168635,88.415324
NASIRABAD,NSD,NWR,AII,Rajasthan,"Nasirabad, Rajasthan",26.29446,74.71699100000001
PATHARIA,PHA,WCR,JBP,,,23.905726,79.192899
NIZAMABAD,NZB,SCR,HYB,Andhra Pradesh,"Nizamabad, Andhra Pradesh",18.679165,78.103238
RAJENDRA PUL,RJO,ECR,DNR,,,25.387447,86.01054599999999
ADUTURAI,ADT,SR,TPJ,Tamil Nadu,"Aduthurai, Tamil Nadu",11.009165,79.478668
KUMBAKONAM,KMU,SR,TPJ,Tamil Nadu,"Kumbakonam, Tamil Nadu",10.952962,79.388644
MANAMADURAI JN,MNM,SR,MDU,Tamil Nadu,"Sivaganga, Tamil Nadu",9.681539,78.45351
GORAKHPUR JN,GKP,NER,LJN,,,26.759311,83.381499
VARNAMA,VRM,WR,VADODARA,,,22.184274,73.16928300000001
GORAKHPUR CANT,GKC,NER,LJN,,,26.750649,83.416821
ITOLA,ITA,WR,VADODARA,,,22.149889,73.156746
BARAUT,BTU,NR,DLI,Uttar Pradesh,"Baraut, Uttar Pradesh",29.09692,77.273006
Moga,MOGA,NR,FZR,Punjab,"Moga, Punjab",30.817296,75.16846699999999
SAMAKHIALI JN,SIOB,WR,AHMEDABAD,,,23.309819,70.503394
Rasheedpura Khori,RDK,NWR,JAIPUR,Rajasthan,"MDR 87, Rajasthan",27.713786,75.087121
PEDDAVADIAPUDI,PVD,SCR,BZA,,,16.414205000000003,80.612645
ELLAMANCHILI,YLM,SCR,BZA,,,17.553652000000003,82.85262
Chatrappatti,CHPT,SR,MDU,,,10.476971,77.655113
JARWAL ROAD,JLD,NER,LJN,,,27.120389,81.540406
BRAJRAJNAGAR,BRJN,SECR,BSP,,,21.822718,83.923653
COLONELGANJ,CLJ,NER,LJN,,,27.137698,81.69417800000001
KATHOLA,KTHL,,,,,27.1465555756,81.8556626477
MUNDERWA,MND,NER,LJN,,,26.776435,82.903373
SAINAGAR SHIRDI,SNSI,CR,PUNE,Maharashtra,"Near New Bus Stand Shirdi Sainagar, Maharashtra",19.7807923,74.4806877
DHOLA JN,DLJ,WR,BHAVNAGAR,Gujarat,"Dhola, Gujarat",21.822549,71.738273
PHAGWARA JN,PGW,NR,FZR,,,31.2175557498,75.7655019775
Jhunpa,JUP,,BKN,Rajasthan,"NH 65, Rajasthan",28.777449,75.521553
JHARSUGUDA JN,JSG,SER,CKP,,,21.862274,84.017427
KARCHHUE,KYW,,,,,26.2311244405,84.20715351199999
MAHENDRANATH,MHRN,,,,,26.000739,84.509909
TAPPA KHAJURIAY,TKVR,,,,,25.807401,84.688889
DODDAMPATTI,DPI,SR,SA,,,12.18134581,78.42225009
ASHAPURA GOMAT,AQG,NWR,JU,Rajasthan,"National Highway 15, Rajasthan",26.950232,71.892665
NEYKKARAPATTI,NEA,,,,,11.612765,78.09669699999999
GORAUL,GRL,ECR,SEE,,,25.931049,85.318477
KURHANI,KHI,ECR,SEE,,,25.979631,85.339288
TIRUPPUR VANJIPALAYAM,VNJ,SR,SA,,,11.117791,77.26580200000001
COIMBATORE NORTH,CBF,SR,SA,,,11.019937,76.954304
AMBALA CANT JN,UMB,NR,UMB,,,30.338918,76.826966
SIRATHU,SRO,NCR,PRYJ,,,25.650642,81.31786
SHUJAATPUR,SJT,NCR,PRYJ,,,25.605607000000003,81.401934
BIDANPUR,BDNP,NCR,PRYJ,,,25.585017,81.44201699999999
MOTIPURA CHAUKI,MTPC,WCR,KOTA,Rajasthan,"Motipura, Rajasthan",24.6093382288,77.04829951629999
HATHIDAH JN,HTZ,ECR,DNR,,,25.367027,85.987826
DUDHNOI,DDNI,NFR,RNY,Assam,"Dudhnoi Railway Station, Assam",26.001459,90.76188
RUNDHI,RDE,NCR,AGC,,,28.067751,77.350991
ITAUNJA,IJ,NER,,Uttar Pradesh,"Itaunja, Uttar Pradesh",27.081067,80.89123400000001
Ramsar,RMX,NWR,,Rajasthan,"Barmer, Rajasthan",25.722252,70.866078
PILIBHIT JN,PBE,NER,IZN,Uttar Pradesh,"Pilibhit, Uttar Pradesh",28.614978,79.813946
Rampura Beri,RMB,NWR,BKN,Rajasthan,"Rampura Bhal, Rajasthan",28.5301320576,75.64547982849999
MUGHAL SARAI JN,MGS,,,,,25.278149,83.11925000000001
Ramgarh Shekhawati,RSWT,NWR,JAIPUR,Rajasthan,"Ramgarh, Rajasthan",28.169397,74.993046
BAKAINA HALT,BKNA,,,,,29.0358,78.27473099999999
HOSHANGABAD,HBD,,,,,22.75274,77.715594
ASLANA,ANA,WCR,JBP,,,23.860522,79.319493
BUDNI,BNI,WCR,BPL,,,22.7871143,77.6812826
DHAMALGAON,DMGN,NFR,TSK,Assam,"A T Rd, Assam",27.325566,94.856569
LAKDIKAPUL,LKPL,SCR,,Andhra Pradesh,"Hyderabad, Andhra Pradesh",17.404048000000003,78.463527
BARUD,BRUD,WCR,BPL,Madhya Pradesh,"Khandwa, Madhya Pradesh",22.052142,76.814085
DEVLALI,DVL,CR,BSL,,,19.897509,73.83729
Jurtara,JRTR,,,,,22.253005,79.76127199999999
REWA,REWA,WCR,JBP,Madhya Pradesh,"Rewa, Madhya Pradesh",24.537122,81.250615
DHOLKA,DOK,WR,BHAVNAGAR,Gujarat,"Bagodara Dholka, Gujarat",22.731982,72.433842
NANDESARI,NDR,,,,,22.418331637,73.0952734283
MIYAGAM KARJAN,MYG,WR,VADODARA,,,22.050722,73.120353
MAHOBA,MBA,NCR,JHS,Uttar Pradesh,"Junction Point - Khajuraho, Uttar Pradesh",25.306914,79.849079
Jamgaon,JGZ,SECR,,Madhya Pradesh,"Bamhani, Madhya Pradesh",22.418426,80.198945
BAGHOI KUSA,BHKH,,,,,24.8399006513,84.46243313289999
NOLI,NOLI,NR,DLI,Uttar Pradesh,"Ghaziabad, Uttar Pradesh",28.746571,77.31077099999999
SUJRA,SUJR,NR,,Uttar Pradesh,"State Highway 57, Uttar Pradesh",29.012729,77.26134099999999
Amod,AMOD,WR,,Gujarat,"Amod, Gujarat",21.99079116739973,72.86546467803419
LAKODARA,LKD,WR,VADODARA,,,21.991872,73.09899399999999
Vankal,VKL,WR,,Gujarat,"SH 166, Gujarat",21.43967393177265,73.23136643506587
BYCULLA,BY,CR,,Maharashtra,"Mumbai, Maharashtra",18.97695,72.833211
BHAGWANPUR,BNR,ECR,SEE,,,25.85831672,85.30109021000001
Kotturu,KTY,SWR,UBL,Tamil Nadu,"Kothur Rd, Tamil Nadu",14.826788325296278,76.21354088187218
Bhalukmara,BLMR,NFR,TSK,Assam,"Bhalukmara, Assam",26.685532,94.143709
Anjangaon,ANJ,CR,,Maharashtra,"Anjangaon, Maharashtra",21.163199753077336,77.31896504759789
Debagram,DEB,ER,SDAH,West Bengal,"Debagram, West Bengal",23.685277,88.306807
Achalpur,ELP,CR,BSL,Maharashtra,"Dist. Amravati, Maharashtra",21.27760302246017,77.51926277764142
Bethuadahari,BTY,ER,SDAH,West Bengal,"Bethuadahari, West Bengal",23.610275,88.384597
Warud,WARUD,CR,,Maharashtra,"Wardha, Maharashtra",20.74690547756532,78.65141943097115
Velankanni,VLKN,,,Tamil Nadu,"Velankanni, Tamil Nadu",10.686877168293025,79.84618068672717
PUTLACHERUVU,PCU,SCR,,Andhra Pradesh,"Putlacheruvu, Andhra Pradesh",16.484823,81.112395
BENNIPATTI PIRAPUR,BNPT,,,,,25.892949366,85.3090478906
JALAMB JN,JM,CR,BSL,,,20.813007,76.573236
Gorapur,GPJ,ECoR,WAT,Andhra Pradesh,"Jeypore Rd, Andhra Pradesh",18.346936,82.79406
Pattaravakkam,ABEO,SR,,,,13.114499981582952,80.16618146561086
SHEGAON,SEG,CR,BSL,,,20.801724,76.690331
Gudru Halt,GDU,SECR,,Madhya Pradesh,"Lamta, Madhya Pradesh",22.2718946035,80.1163395764
Balgona,BGNA,ER,,West Bengal,"Balgona, West Bengal",23.458049719226736,87.95045644976199
Kalinarayanpur,KLNP,ER,,West Bengal,"Ranaghat-Bagula Bypass, West Bengal",23.206506,88.573216
S K NAGJIHARI,NGZ,CR,BSL,,,20.761641,76.755353
PARAS,PS,CR,BSL,,,20.724519,76.815865
Barda,BRDB,SER,,West Bengal,"Sutahata, West Bengal",22.15295838,88.08753041
GAIGAON,GAO,CR,BSL,,,20.720684,76.890093
REWRAL,RRL,SECR,NGP,,,21.261121,79.468096
KHAT,KHAT,SECR,NGP,,,21.242242,79.550792
BHANDARA ROAD,BRD,SECR,NGP,,,21.238512,79.64752299999999
KOKA,KOKA,SECR,NGP,,,21.263021,79.71240900000001
DAGHORA,DAO,SECR,BSP,,,21.857535,83.678086
HEMAGIRI,HGR,SECR,BSP,,,21.876504,83.742815
Nainpur Junction,NIR,SECR,NGP,Madhya Pradesh,"Nainpur, Madhya Pradesh",22.425676,80.108853
NAKACHARI,NCH,NFR,TSK,Assam,"Mariani, Assam",26.7081333353,94.3939129431
ALIPUR DUAR JN,APDJ,NFR,APDJ,West Bengal,"03564-255091, West Bengal",26.523279,89.534048
BHARWARI,BRE,NCR,PRYJ,,,25.5591917,81.4918665
Jhitkia,JTK,NFR,,West Bengal,"National Highway 34, West Bengal",25.626133,88.05297200000001
MANOHARGANJ,MNJ,NCR,PRYJ,,,25.524992,81.55907499999999
SAIYID SARAWAN,SYWN,NCR,PRYJ,,,25.494982,81.613788
MANAURI,MRE,NCR,PRYJ,,,25.470171,81.662491
BAMHRAULI,BMU,NCR,PRYJ,,,25.44494,81.741641
SUBEDARGANJ,SFG,NCR,PRYJ,,,25.439879,81.789897
KOLAKALUR,KLX,,,,,16.295185999999998,80.627521
CHILUVUR,CLVR,,,,,16.379558,80.61690800000001
KOVVUR,KVR,SCR,BZA,,,17.007084,81.726495
GODAVARI,GVN,SCR,BZA,,,17.007707,81.77083
KANJIKODE,KJKD,SR,PGT,,,10.800919,76.75531600000001
Sanka,SNKR,SER,ADRA,West Bengal,"Garh Dhrubeswar, West Bengal",23.52693,86.616164
Binaiki,VNK,SECR,NGP,Madhya Pradesh,"Binaiki Railway Station, Madhya Pradesh",22.72003,79.902424
Gocharan,GCN,ER,,West Bengal,"Gocharan, West Bengal",22.277738,88.45836999999999
Seoni,SEY,SECR,NGP,Madhya Pradesh,"Seoni, Madhya Pradesh",22.075431,79.545769
Sudamdih,SDMD,SER,ADRA,West Bengal,"Jairampur More to Baliapur, West Bengal",23.654478,86.44032
BARAUNI JN,BJU,ECR,SEE,,,25.461768000000003,85.988748
DAMOH,DMO,WCR,JBP,,,23.836693,79.432246
ADAS ROAD,ADD,WR,VADODARA,,,22.486628078200003,73.0346944543
Chalala,CLC,WR,BHAVNAGAR,Gujarat,"Chalala, Gujarat",21.4155588,71.16224249999999
RANOLI,RNO,WR,VADODARA,,,22.4052520954,73.1122662115
HARIPUR,HP,NWR,AII,Rajasthan,"Pali, Rajasthan",26.012397,74.024928
Kumarghat,KUGT,NFR,LMG,Tripura,"Kumarghat, Tripura",24.1506303119,92.0348331158
AURANGABAD,AWB,SCR,NED,Maharashtra,"Aurangabad, Maharashtra",19.859276,75.31064599999999
BEVINAHALU,BNL,SCR,GTL,Andhra Pradesh,"Rayalaseema Region, Andhra Pradesh",15.16697376,77.21298975
SOMNATH,SMNH,WR,BHAVNAGAR,Gujarat,"Somnath, Gujarat",20.896132,70.408254
CUDDALORE PORT,CUPJ,SR,TPJ,Tamil Nadu,"Cuddalore Township, Tamil Nadu",11.715119,79.766287
PALEJ,PLJ,WR,VADODARA,,,21.921578,73.072387
GOLE,GOLE,NWR,JU,Rajasthan,"National Highway 112, Rajasthan",25.891938,72.00004
TIRORA,TRO,SECR,NGP,,,21.415039,79.91803499999999
JAMGA,JMG,SECR,BSP,,,21.874971,83.564842
AHALYAPUR,AHLR,,,,,26.468381,83.824844
TENALI JN,TEL,SCR,BZA,,,16.242409000000002,80.640413
Tummanamgutta,TAT,SCR,GTL,Andhra Pradesh,"Chennai - Anantpur Rd, Andhra Pradesh",13.707414,78.37926300000001
CHAGALLU,CU,,,,,16.965076999999997,81.690558
PASIVEDALA,PSDA,,,,,16.99331,81.700939
Marwar Bagra,MBGA,NWR,JU,Rajasthan,"SH 31, Rajasthan",25.208689,72.59376099999999
JANIYANA,JNE,NWR,JU,Rajasthan,"State Highway 68, Rajasthan",25.827638,72.336284
SAMDHARI JN,SMR,NWR,JU,Rajasthan,"Barmer, Rajasthan",25.837202,72.57300699999999
SUTLANA,SUT,NWR,JU,Rajasthan,"Dundara, Rajasthan",25.970783,72.951414
PORBANDAR,PBR,WR,BHAVNAGAR,Gujarat,"Porbandar, Gujarat",21.643598,69.615506
Chikkandawadi,CKVD,SWR,,Karnataka,"Chikkandawadi, Karnataka",14.1379202737,76.2025684888
Bhaton Ki Gali,BHG,NWR,,Rajasthan,"Chomun, Rajasthan",27.105646,75.712919
Hanumangarh Town,HMO,NWR,BKN,Rajasthan,"Hanumangarh, Rajasthan",29.57422054549568,74.33120188303292
SARDARNAGAR,SANR,NER,BSB,,,26.700859,83.494054
Giridih,GRD,ER,ASN,Jharkhand,"Giridih, Jharkhand",24.1822559,86.3146452
CHAURI CHAURA,CC,NER,BSB,,,26.673882,83.545894
KOMATIPALLI,KMPT,,,,,18.023547297,79.5158922174
HASANPARTHI RD,HSP,SCR,SC,,,18.078262,79.50184999999999
Gagariya,GGY,NWR,,Rajasthan,"State Highway 40, Rajasthan",25.741083,70.734877
NONAPAR,NNPR,,,,,26.353209,83.969786
MAIRWA,MW,NER,BSB,,,26.240309,84.151979
TIRUPPUR KULIPALAYAM,KUY,,,,,11.1440279246,77.3893135876
PARLI,PLL,SR,PGT,,,10.800415,76.559421
Agartala,AGTL,NFR,LMG,Tripura,"Agartala, Tripura",23.792417,91.278481
MANKARAI,MNY,,,,,10.771526,76.500232
LAKKITI,LDY,SR,PGT,,,10.753217,76.434467
PALAPPURAM,PLPM,,,,,10.7525187905,76.398385813
OTTAPPALAM,OTP,SR,PGT,,,10.770046,76.377993
MANNANUR,MNUR,SR,PGT,,,10.749322,76.323555
JIRADEI,ZRDE,NER,BSB,,,26.220819,84.256142
SIWAN JN,SV,NER,BSB,,,26.210724000000003,84.359267
PACHRUKHI,PCK,NER,BSB,,,26.162628,84.415667
DURAUNDHA JN,DDA,NER,BSB,,,26.086973,84.45894600000001
CHAINWA,CW,NER,BSB,,,26.022117,84.49649600000001
POKRAN,POK,NWR,JU,Rajasthan,"National Highway 15, Rajasthan",26.930571,71.923129
ODHANIYA CHACHA,OCH,NWR,JU,Rajasthan,"National Highway 15, Rajasthan",26.972848,71.718687
EKMA,EKMA,NER,BSB,,,25.967099,84.53637
DAUDPUR,DDP,NER,BSB,,,25.90709,84.591425
KOPA SAMHOTA,KPS,NER,BSB,,,25.851866,84.65281399999999
BITHAULI,BTHL,ECR,SEE,,,25.817069,85.29179
GAURI BAZAR,GB,NER,BSB,,,26.594934,83.667801
BAITALPUR,BALR,NER,BSB,,,26.5526634,83.7385572
DEORIA SADAR,DEOS,NER,BSB,,,26.5076811676,83.7819590961
NUNKHAR,NRA,NER,BSB,,,26.425483,83.880179
Agomoni,AGMN,NFR,APDJ,,,26.225947,89.786242
BHANDUP,BND,,,,,19.14200998,72.93723505
AMRITSAR JN,ASR,NR,FZR,,,31.631512,74.858025
MULLURKARA,MUC,,,,,10.705843,76.271415
WADAKANCHERI,WKI,SR,TVC,,,10.648956,76.237041
SURATGARH JN,SOG,NWR,BKN,Rajasthan,"National Highway 15, Rajasthan",29.324152,73.90724800000001
Sondad,SNV,SECR,NGP,Maharashtra,"National Highway 6, Maharashtra",21.079845,80.094149
Kayamsar,QMRS,NWR,JAIPUR,Rajasthan,"State Highway 41, Rajasthan",28.125576,75.000562
Aliyabad,AYB,SWR,,Karnataka,"Bijapur, Karnataka",16.878268000000002,75.758306
Munabao,MBF,NWR,JU,Rajasthan,"Barmer, Rajasthan",25.742614,70.276543
Chilikidara,CLDR,ECoR,KUR,Odisha,"Orissa, Orissa",21.243022,85.827112
Kolayat,KLYT,NWR,BKN,Rajasthan,"Kolayat, Rajasthan",27.835319,72.95507400000001
CHALSA JN,CLD,NFR,APDJ,West Bengal,"Chalsa, West Bengal",26.882215,88.798213
CARRON,CRX,NFR,APDJ,West Bengal,"National Highway 31C, West Bengal",26.880279,88.9704
ITARSI F CABIN,ETF,,,,,22.61521,77.774856
Chandanpahari,CNPI,ER,,Jharkhand,"Chandanpahari, Jharkhand",24.404224,86.953082
MIDGHAT,MIG,,,,,22.828141,77.647526
BANDAKPUR,BNU,WCR,JBP,,,23.848206,79.575956
Chhota Gudha,COD,NWR,JAIPUR,Rajasthan,"Ringas, Rajasthan",27.293803,75.599508
CHOKA,CHQ,,,,,22.864326,77.638968
MORADABAD,MB,NR,MB,,,28.831621,78.765801
ISRANA,IRA,NR,,Haryana,"Israna, Haryana",29.291379,76.85285999999999
KARACHIYA YARD,KRCA,,,,,22.380046,73.132981
BAJVA,BJW,WR,VADODARA,,,22.3662226,73.1431251
KOLLIDAM,CLN,SR,TPJ,Tamil Nadu,"Vallampadugai, Tamil Nadu",11.332713,79.718347
CHANDERIYA,CNA,WR,RATLAM,Rajasthan,"Chittorgarh, Rajasthan",24.939558,74.629979
CHARKHARI ROAD,CRC,NCR,JHS,Uttar Pradesh,"Charkhari, Uttar Pradesh",25.307556,79.74565299999999
BHATNI JN,BTT,NER,BSB,,,26.381257,83.934035
Cossimbazar,CSZ,ER,SDAH,West Bengal,"Berhampore, West Bengal",24.122264,88.266903
VAREDIYA,VRE,WR,VADODARA,,,21.85838,73.048979
NABIPUR,NIU,WR,VADODARA,,,21.807541,73.030592
CHAVAJ,CVJ,WR,VADODARA,,,21.753134000000003,73.010489
ANKLESHWAR JN,AKV,WR,VADODARA,,,21.623889,73.000633
CHANDRANATHPUR,CNE,NFR,LMG,Assam,"National Highway 54, Assam",24.984962,92.716658
PANOLI,PAO,WR,VADODARA,,,21.535197,72.978371
CHANDAWAL,CNL,NWR,AII,Rajasthan,"Pali, Rajasthan",25.946542716,73.86881457700001
BHESANA,BFY,NWR,,Rajasthan,"Marwar, Rajasthan",25.82438,73.7180903
HATHURAN,HAT,,,,,21.501091,72.969512
Coromandel,COL,SWR,SBC,Karnataka,"KGF, Karnataka",12.97518,78.257278
KUDSAD,KDSD,,,,,21.37682,72.91647999999999
SAYAN,SYN,WR,VADODARA,,,21.317203,72.890287
Makrandpur,MQP,NER,IZN,Uttar Pradesh,"Aonla- Bareilly Link Rd, Uttar Pradesh",28.213407,79.290097
GOTHANGAM,GTX,WR,VADODARA,,,21.294043,72.880104
MULANGUNNATHUKAVU,MGK,SR,TVC,,,10.596939,76.207809
CHANAKYAPURI,CNKP,NR,,,"Chanakyapuri, Delhi NCT",28.591905,77.172004
UTRAN,URN,WR,VADODARA,,,21.232602,72.85479600000001
SURAT,ST,WR,MUMBAI,,,21.206568,72.840793
UDHNA JN,UDN,WR,MUMBAI,,,21.171156,72.851461
VALIVERU,VRU,,,,,16.188934,80.605456
MARAMPALLI,MRPL,,,,,16.843925,81.63387399999999
NIDADAVOLU JN,NDD,SCR,BZA,,,16.898297,81.67550399999999
GUDMA,GDM,SECR,NGP,,,21.416128,80.287678
BHUPDEOPUR,BEF,SECR,BSP,,,21.97503504,83.25998102000001
RAIGARH,RIG,SECR,BSP,,,21.891289,83.39067
KOTARLIA,KRL,SECR,BSP,,,21.883182,83.482238
Chettinad,CTND,SR,MDU,Tamil Nadu,"Kanadukathan, Tamil Nadu",10.160613,78.775924
SHERPUR,SEPR,NR,,Uttar Pradesh,"State Highway 51, Uttar Pradesh",28.919358,78.25287
NAVSARI,NVS,WR,MUMBAI,Gujarat,"Navsari, Gujarat",20.946851,72.914294
Jalalabad,JBD,NR,FZR,Punjab,"Jalalabad, Punjab",30.60775,74.268446
DAM DIM,DDM,NFR,APDJ,West Bengal,"National Highway 31, West Bengal",26.859243000000003,88.67133299999999
CHITROD,COE,WR,,Gujarat,"Kutch, Gujarat",23.417869,70.655356
Chomun Samod,COM,NWR,JAIPUR,Rajasthan,"Chomun, Rajasthan",27.158223,75.70272
DHULKOT,DKT,NR,UMB,Haryana,"Ambala City, Haryana",30.395686,76.78753499999999
KANWAR,KUW,NCR,PRYJ,,,25.7036520692,81.21464405030001
CHANDAULI MJHWR,CDMR,ECR,DDU,,,25.261093,83.267724
KHAGA,KGA,NCR,PRYJ,,,25.761853,81.102658
KATOGHAN,KTCE,NCR,PRYJ,,,25.730035,81.16560600000001
ATHSARAI,ASCE,NCR,PRYJ,,,25.678728805,81.2620300824
Carmelaram,CRLM,SWR,SBC,Karnataka,"Bengaluru, Karnataka",12.907633,77.706014
CHANDAR,CNR,SWR,UBL,Goa,"CHANRA (chandor), Goa",15.264834,74.047794
Chimidipalli,CMDP,ECoR,WAT,Andhra Pradesh,"Borra, Andhra Pradesh",18.262764,83.07686199999999
VINDHYACHAL,BDL,NCR,PRYJ,,,25.1607717,82.5020212
TISUA,TSA,NR,MB,,,28.136577,79.58628900000001
Thasra,TAS,WR,VADODARA,Gujarat,"National Highway 59, Gujarat",22.797769,73.221682
GHAGHARA GHAT,GHT,NER,LJN,,,27.1026834977,81.5033135022
BABHNAN,BV,NER,LJN,,,26.938525,82.500127
Chilwariya,CLW,NER,LJN,Uttar Pradesh,"Bahraich, Uttar Pradesh",27.487001000000003,81.69873199999999
GAUR,GAUR,NER,LJN,,,26.913411,82.56115799999999
TINICH,TH,NER,LJN,,,26.882281000000003,82.639707
BHATPAR RANI,BHTR,NER,BSB,,,26.3104766,84.03310139999999
TURKI,TUR,ECR,SEE,,,26.034431,85.354709
RAM DAYALU NAGAR,RD,ECR,SEE,,,26.097367,85.38359600000001
BHITAURA,BTO,NR,MB,,,28.469954,79.306506
PARSA KHERA,PKRA,NR,MB,,,28.433371,79.34185199999999
CHANETI,CHTI,,,,,28.3087958495,79.42916573
BILPUR,BLPU,NR,MB,,,28.083668,79.62578099999999
MIRANPUR KATRA,MK,NR,MB,,,28.03708,79.674809
MILAKPUR HALT,MILA,,,,,27.988261374,79.71796182739999
TILHAR,TLH,NR,MB,,,27.972984,79.741776
CHIRAKKAL,CQL,SR,,Kerala,"Kannur district, Kerala",11.911049,75.353696
PUNKUNNAM,PNQ,SR,TVC,,,10.535054,76.20943
THRISUR,TCR,SR,TVC,,,10.51479,76.207919
CHAMARAJANAGAR,CMNR,SWR,MYS,Karnataka,"Chamarajnagar, Karnataka",11.934891,76.932807
CHAMARAJAPURAM,CMJ,SWR,MYS,Karnataka,"Mysore, Karnataka",12.29844,76.637861
BARKHERA,BKA,WCR,BPL,,,22.917359,77.649646
OBAIDULLA GANJ,ODG,WCR,BPL,,,22.994912,77.587299
ANCHELI,ACL,WR,,Gujarat,"Navsari, Gujarat",20.845167,72.944978
CHORVAD ROAD,CVR,WR,BHAVNAGAR,Gujarat,"Gadu, Gujarat",21.055196,70.290734
CHIKALTHANA,CTH,SCR,NED,Maharashtra,"Aurangabad, Maharashtra",19.859565,75.402851
BHARATKUND,BTKD,NR,LKO,Uttar Pradesh,"Bikapur, Uttar Pradesh",26.6360965,82.12739309999999
Dhariwal,DHW,NR,FZR,Punjab,"Dhariwal, Punjab",31.949113,75.32156499999999
SARAI,SAI,ECR,SEE,,,25.779962,85.27660900000001
Chandiposi,CPE,SER,CKP,Odisha,"National Highway 23, Orissa",22.068677,84.915988
CHUDAWA,CRU,SCR,NED,Maharashtra,"Hingoli, Maharashtra",19.1803282622,77.1169303369
DHUBRI,DBB,NFR,APDJ,Assam,"Dhubri, Assam",26.023137,89.977952
PANIPAT JN,PNP,NR,DLI,,,29.388948,76.96379300000001
CHANDPUR SIAU HALT,CPS,NR,MB,Uttar Pradesh,"Chandpur, Uttar Pradesh",29.13201,78.27585499999999
CHANOL,CX,WR,RAJKOT,Gujarat,"State Highway 25, Gujarat",22.427916,70.53884199999999
CHAK SIKANDAR,CSR,ECR,SEE,Bihar,"Chak Sikander, Bihar",25.6767202377,85.365246145
Charpokhari Halt,CRQ,ECR,,Bihar,"Charpokhari, Bihar",25.3615157718,84.487603186
VARANGAON,VNA,CR,BSL,,,21.0097131944,75.9006577881
DHANG,DAG,ECR,SPJ,Bihar,"Bhang, Bihar",26.7174,85.353298
Charaud,CRW,NWR,BKN,Haryana,"National Highway 65, Haryana",29.0094584,75.6466632
BORTALAO,BTL,SECR,NGP,,,21.218301,80.626207
KHARSIA,KHS,SECR,BSP,,,21.99178,83.102414
ROBERTSON,ROB,SECR,BSP,,,21.988744,83.182508
CHAPARMUKH JN,CPK,NFR,LMG,Assam,"Chaparmukh, Assam",26.202272,92.511718
Chhintanwala,CTW,NR,UMB,Punjab,"Sherpur Sodhian Link Rd, Punjab",30.365958000000003,76.014229
Chitradurg,CTA,SWR,MYS,Karnataka,"Chitradurga, Karnataka",14.231154,76.386431
MODUKURU,MDKU,,,,,16.124988000000002,80.58380799999999
TSUNDURU,TSR,SCR,BZA,,,16.157497,80.58648699999999
NAVABPALEM,NBM,,,,,16.831606,81.606702
N MAYURBHANJ ROAD,NMBR,,,,,21.666901,87.038724
BASTA,BTS,SER,KGP,,,21.7029241,87.0637831
Chhota Udepur,CTD,WR,VADODARA,Gujarat,"Vadodara, Gujarat",22.314788,74.014286
Digboi,DBY,NFR,TSK,Assam,"Tinsukia, Assam",27.383483,95.616982
CHONDI,CWI,SCR,NED,Maharashtra,"Parbhani, Maharashtra",19.430619765,77.1556666229
CHANNASANDRA,CSDR,SWR,SBC,Karnataka,"Bengaluru, Karnataka",13.0109407208,77.6629705685
PALAKKAD,PGT,SR,PGT,,,10.802091,76.641926
Mindha,MNHA,NWR,,Rajasthan,"Minda to Mandha Bhimsingh Rd, Rajasthan",27.112061,75.33241
DABHODA,DBO,WR,,Gujarat,"Dabhoda, Gujarat",23.168331,72.748038
DHABAN,DABN,NWR,BKN,Rajasthan,"Sangaria, Rajasthan",29.859997,74.54288000000001
DABLI RATHAN,DBI,NWR,BKN,Rajasthan,"Hanumangarh, Rajasthan",29.542416,74.19093000000001
SIDDHPUR,SID,WR,AHMEDABAD,Gujarat,"State Highway 41, Gujarat",23.918067,72.367959
ARIGADA,ARGD,ECR,DHN,,,23.643461,85.466475
CHHATAINI,CTJ,WCR,JBP,Madhya Pradesh,"Awasthi Sadan Rd, Madhya Pradesh",23.994088,81.287323
KATANGI KHURD,KTKD,WCR,JBP,Madhya Pradesh,"State Highway 10, Madhya Pradesh",23.7758696073,80.48673398129999
